year,month,manufacturer,model,body_type,energy_type,sales
2024,2,吉利汽车,帝豪L HiP,三厢车,新能源,204
2024,2,长城新能源,欧拉闪电猫,三厢车,新能源,201
2024,2,一汽丰田,亚洲狮,三厢车,燃油,200
2024,2,东风小康,风光580,SUV,燃油,193
2024,2,一汽-大众,ID.6 CROZZ,SUV,新能源,184
2024,2,一汽奔腾,奔腾T77,SUV,燃油,183
2024,2,星途,星途追风,SUV,燃油,179
2024,2,东风标致,标致408X,其他,燃油,179
2024,2,华晨宝马,宝马iX1,SUV,新能源,177
2024,2,上汽集团,MG4,其他,新能源,177
2024,2,广汽丰田,铂智4X,SUV,新能源,174
2024,2,上汽集团,MG ONE,SUV,燃油,167
2024,2,东风本田,LIFE,两厢车,燃油,166
2024,2,凯翼汽车,炫界Pro EV,SUV,新能源,166
2024,2,悦达起亚,起亚EV5,SUV,新能源,159
2024,2,北京汽车,北京X7,SUV,燃油,159
2024,2,东风风行,风行T5 EVO,SUV,燃油,157
2024,2,上汽通用别克,昂科旗,SUV,燃油,155
2024,2,长安福特,EVOS,其他,燃油,153
2024,2,沃尔沃亚太,沃尔沃XC60插电式混动,SUV,新能源,151
2024,2,上汽集团,荣威iMAX8,MPV,燃油,149
2024,2,极越汽车,极越01,SUV,新能源,147
2024,2,一汽海马,海马7X,MPV,燃油,145
2024,2,东风本田,东风本田M-NV,SUV,新能源,143
2024,2,睿蓝汽车,枫叶60s,三厢车,新能源,141
2024,2,上汽通用雪佛兰,探界者,SUV,燃油,139
2024,2,上汽通用凯迪拉克,凯迪拉克CT4,三厢车,燃油,139
2024,2,江汽集团,爱跑,两厢车,新能源,135
2024,2,蔚来,蔚来ET7,三厢车,新能源,135
2024,2,上汽通用凯迪拉克,凯迪拉克XT6,SUV,燃油,132
2024,2,东风雪铁龙,天逸 C5 AIRCROSS,SUV,燃油,132
2024,2,东风标致,标致508,三厢车,燃油,127
2024,2,上汽大众斯柯达,柯迪亚克,SUV,燃油,125
2024,2,一汽红旗,红旗E-HS9,SUV,新能源,125
2024,2,东风风行,菱智新能源,MPV,新能源,123
2024,2,东风日产,Ariya艾睿雅,SUV,新能源,120
2024,2,东风小康,风光ix5,SUV,燃油,120
2024,2,上汽大众,途观L插电混动,SUV,新能源,120
2024,2,蔚来,蔚来EC7,其他,新能源,119
2024,2,上汽集团,飞凡F7,两厢车,新能源,119
2024,2,上汽通用雪佛兰,开拓者,SUV,燃油,116
2024,2,长安汽车,长安UNI-V 智电iDD,两厢车,新能源,116
2024,2,智己汽车,智己L7,三厢车,新能源,114
2024,2,上汽集团,科莱威CLEVER,两厢车,新能源,113
2024,2,华晨宝马,宝马5系新能源,三厢车,新能源,112
2024,2,上汽通用五菱,宝骏KiWi EV,两厢车,新能源,106
2024,2,长城汽车,魏牌 摩卡新能源,SUV,新能源,102
2024,2,上汽集团,荣威Ei5,MPV,新能源,102
2024,2,江铃集团新能源,易至EV3,两厢车,新能源,101
2024,2,上汽大众,ID.6 X,SUV,新能源,100
2024,2,江汽集团,江淮X8 PLUS,SUV,燃油,100
2024,2,吉麦新能源,凌宝uni,两厢车,新能源,100
2024,2,上汽通用凯迪拉克,凯迪拉克GT4,SUV,燃油,99
2024,2,奇瑞捷豹路虎,捷豹E-PACE,SUV,燃油,94
2024,2,长城汽车,坦克500,SUV,燃油,91
2024,2,上汽集团,MG6,三厢车,燃油,89
2024,2,江汽集团,江淮QX PHEV,SUV,新能源,88
2024,2,腾势汽车,腾势N8,SUV,新能源,85
2024,2,上汽大众,途安,MPV,燃油,84
2024,2,上汽大通,大家9,MPV,新能源,84
2024,2,合创汽车,合创A06,三厢车,新能源,82
2024,2,悦达起亚,嘉华,MPV,燃油,77
2024,2,东风日产,启辰星,SUV,燃油,75
2024,2,长城新能源,欧拉芭蕾猫,两厢车,新能源,74
2024,2,Polestar,Polestar 4,其他,新能源,74
2024,2,一汽奔腾,奔腾T55,SUV,燃油,74
2024,2,江汽集团,钇为3,两厢车,新能源,73
2024,2,合创汽车,合创V09,MPV,新能源,71
2024,2,沃尔沃亚太,沃尔沃S90插电式混动,三厢车,新能源,71
2024,2,东风标致,标致5008,SUV,燃油,70
2024,2,上汽通用别克,昂扬,其他,燃油,68
2024,2,悦达起亚,起亚K5,三厢车,燃油,67
2024,2,上汽通用雪佛兰,畅巡,其他,新能源,67
2024,2,北汽新能源,极狐 阿尔法T5,SUV,新能源,65
2024,2,北京现代,索纳塔,三厢车,燃油,64
2024,2,蔚来,蔚来ES7,SUV,新能源,64
2024,2,长城汽车,哈弗赤兔,SUV,燃油,62
2024,2,北京现代,菲斯塔,三厢车,燃油,62
2024,2,长安汽车,长安UNI-K 智电iDD,SUV,新能源,62
2024,2,一汽红旗,红旗HQ9,MPV,燃油,61
2024,2,比亚迪,宋MAX新能源,MPV,新能源,61
2024,2,广汽本田,凌派,三厢车,燃油,61
2024,2,上汽通用凯迪拉克,IQ锐歌,SUV,新能源,60
2024,2,星途,星途追风C-DM,SUV,新能源,60
2024,2,比亚迪,比亚迪D1,MPV,新能源,60
2024,2,一汽奔腾,奔腾T99,SUV,燃油,58
2024,2,广汽本田,皓影新能源,SUV,新能源,53
2024,2,东风本田,英仕派新能源,三厢车,新能源,52
2024,2,一汽奥迪,奥迪e-tron,SUV,新能源,50
2024,2,上汽大通,大通G90,MPV,燃油,49
2024,2,一汽红旗,红旗EH7,三厢车,新能源,48
2024,2,长安福特,福特电马,SUV,新能源,45
2024,2,悦达起亚,焕驰,三厢车,燃油,45
2024,2,上汽大众斯柯达,明锐,MPV,燃油,43
2024,2,东风标致,标致4008,SUV,燃油,42
2024,2,一汽-大众,探岳 GTE,SUV,新能源,42
2024,2,江铃集团新能源,羿,三厢车,新能源,42
2024,2,东风日产,启辰D60,三厢车,燃油,41
2024,2,江汽集团,江淮A5 PLUS,两厢车,燃油,41
2024,2,上汽通用雪佛兰,星迈罗,SUV,燃油,40
2024,2,长安马自达,马自达CX-30,SUV,燃油,38
2024,2,东风英菲尼迪,英菲尼迪QX60,SUV,燃油,38
2024,2,江铃福特,途睿欧,MPV,燃油,36
2024,2,领克,领克09,SUV,燃油,35
2024,2,北汽新能源,极狐 考拉,MPV,新能源,34
2024,2,广汽本田,e:NP1 极湃1,SUV,新能源,33
2024,2,江铃福特,撼路者,SUV,燃油,30
2024,2,上汽集团,荣威iMAX8新能源,MPV,新能源,28
2024,2,北京现代,胜达,SUV,燃油,27
2024,2,沃尔沃亚太,沃尔沃XC40新能源,SUV,新能源,27
2024,2,小鹏汽车,小鹏G3,SUV,新能源,26
2024,2,凯翼汽车,轩度,三厢车,燃油,26
2024,2,东风英菲尼迪,英菲尼迪QX50,SUV,燃油,24
2024,2,广汽埃安,Aion LX,SUV,新能源,24
2024,2,上汽通用雪佛兰,创酷,SUV,燃油,24
2024,2,长安汽车,长安CS95,SUV,燃油,23
2024,2,一汽奔腾,奔腾B70S,SUV,燃油,21
2024,2,奇瑞新能源,艾瑞泽e,三厢车,新能源,21
2024,2,北京汽车制造厂,212经典,SUV,燃油,20
2024,2,北京汽车制造厂,家宝,两厢车,新能源,20
2024,2,华人运通,高合HiPhi Y,SUV,新能源,20
2024,2,睿蓝汽车,睿蓝9,SUV,新能源,19
2024,2,北京越野,北京越野BJ80,SUV,燃油,17
2024,2,华晨宝马,宝马i5,三厢车,新能源,16
2024,2,长安凯程,长安之星9EV,其他,新能源,16
2024,2,一汽奔腾,奔腾M9,MPV,燃油,16
2024,2,东风风行,风行游艇,MPV,燃油,15
2024,2,上汽通用别克,别克E4,其他,新能源,14
2024,2,北汽新能源,极狐 阿尔法S,两厢车,新能源,13
2024,2,东风小康,风光S560,SUV,燃油,12
2024,2,上汽集团,荣威RX9,SUV,燃油,11
2024,2,长城汽车,哈弗神兽,SUV,燃油,11
2024,2,北汽新能源,极狐 阿尔法T,SUV,新能源,10
2024,2,华人运通,高合HiPhi Z,三厢车,新能源,10
2024,2,华人运通,高合HiPhi X,SUV,新能源,10
2024,2,沃尔沃亚太,沃尔沃C40,其他,新能源,10
2024,2,沃尔沃亚太,沃尔沃S60插电式混动,三厢车,新能源,10
2024,2,广汽丰田,威兰达新能源,SUV,新能源,9
2024,2,一汽红旗,红旗金葵花国耀,SUV,燃油,8
2024,2,江汽集团,花仙子,两厢车,新能源,7
2024,2,长城汽车,魏牌 拿铁DHT-PHEV,SUV,新能源,6
2024,2,广汽丰田,广汽丰田bZ4X,SUV,新能源,4
2024,2,DS汽车,DS 9,三厢车,燃油,4
2024,2,北京汽车制造厂,勇士,SUV,燃油,4
2024,2,领克,领克01,SUV,燃油,3
2024,2,一汽海马,海马7X新能源,MPV,新能源,3
2024,2,一汽丰田,RAV4荣放双擎E+,SUV,新能源,2
2024,2,上汽集团,荣威D5X DMH,SUV,新能源,1
2024,2,一汽奔腾,奔腾E01,SUV,新能源,1
2024,2,东风标致,标致2008,SUV,燃油,1
2024,2,福汽新龙马,启腾M70,其他,燃油,1
